Principal MECID,Principal Name,Address 1,Address 2,City,State,Zip,Phone 1,Phone 2,Lobbyist MECID,Lobbyist Name
P192777,"Cat, Inc.",2120 West End Avenue,,Nashville,TN,37203,(615) 341-1044,,L000672,"Warren, Ann Monaco"
P180344,Catalyst Group,PO Box 7143,,Kansas City,MO,64113,(816) 721-3336,,L002922,"Eaton, Alex Thomas"
P180344,Catalyst Group,PO Box 7143,,Kansas City,MO,64113,(816) 721-3336,,L003160,"Porter, Gregory 'Greg' D"
P180344,Catalyst Group,PO Box 7143,,Kansas City,MO,64113,(816) 721-3336,,L003722,"Lohmann, Rebecca"
P180344,Catalyst Group,PO Box 7143,,Kansas City,MO,64113,(816) 721-3336,,L004183,"Willis, David"
P180344,Catalyst Group,PO Box 7143,,Kansas City,MO,64113,(816) 721-3336,,L180015,"Wells, Jasmine"
P203364,"Catalyst Holdings, LLC",4 South Church,,Union,MO,63084,(636) 583-3118,,L000232,"Dalton, Jonathan F."
P180345,"Catapult Learning, LLC","Two Aquarium Drive, Suite 100",,Camden,NJ,8103,(800) 841-8730,,L000294,"Gallagher, Harry"
P180345,"Catapult Learning, LLC","Two Aquarium Drive, Suite 100",,Camden,NJ,8103,(800) 841-8730,,L000990,"Clarkston, Heath"
P180345,"Catapult Learning, LLC","Two Aquarium Drive, Suite 100",,Camden,NJ,8103,(800) 841-8730,,L002852,"Nelson, Doug"
P180345,"Catapult Learning, LLC","Two Aquarium Drive, Suite 100",,Camden,NJ,8103,(800) 841-8730,,L004148,"Schaefer, Kurt"
P180346,Caterpillar Inc,600 S Second St Ste 101,,Springfield,IL,62704,(217) 753-8050,,L003795,"Carney, Rob"
P203616,"CB 1211 McGee, LLC","1100 Walnut, Suite 2000",,Kansas City,MO,64106,(816) 701-5000,,L002495,"Bellar, Ralph E."
P180350,CCA Global Partners,4301 Earth City Expressway,,St. Louis,MO,63045,(800) 466-6984,,L001739,"Klarich, David John"
P180350,CCA Global Partners,4301 Earth City Expressway,,St. Louis,MO,63045,(800) 466-6984,,L200223,"Klarich, Joshua 'Joshua' J"
P213801,"CCTKC, LLC",507 NW Woodbine Ave,,Lee’s Summit,MO,64063,(816) 516-2026,,L210366,"Hatch, April"
P193150,CDB Kratom,115 N Euclid,,Saint Louis,MO,63108,(314) 312-6220,,L004006,"Altmann, Jeffrey"
P180354,Cellcast Technologies Corporation,Westlin Tech Center,"550 Club Drive, Suite 332",Montgomery,TX,77316,(936) 582-5957,,L000977,"Johnston, Greg N"
P203607,Centene Corporation on behalf of its affiliates and subsidaries,1150 Connecticut Ave,NW Suite 1000,Washington,DC,20036,(314) 505-6738,,L001274,"Boyd, Rodney"
P203607,Centene Corporation on behalf of its affiliates and subsidaries,1150 Connecticut Ave,NW Suite 1000,Washington,DC,20036,(314) 505-6738,,L001535,"Grace, Brian"
P203607,Centene Corporation on behalf of its affiliates and subsidaries,1150 Connecticut Ave,NW Suite 1000,Washington,DC,20036,(314) 505-6738,,L001615,"Simmons, Kelvin"
P203607,Centene Corporation on behalf of its affiliates and subsidaries,1150 Connecticut Ave,NW Suite 1000,Washington,DC,20036,(314) 505-6738,,L003229,"Casas, Kate"
P203607,Centene Corporation on behalf of its affiliates and subsidaries,1150 Connecticut Ave,NW Suite 1000,Washington,DC,20036,(314) 505-6738,,L003354,"Tilley, Steven"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L001295,"Workman, Tricia A"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L001664,"Foley, James"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L001708,"Liese, Chris"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L002849,"Gibbons, Michael R"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L003453,"Curchin, Alexander Brower"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L003531,"Furey, Shawn Timothy"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L003963,"Dugger, Tony"
P180356,Centene Corporation on behalf of its affiliates and subsidiaries,1150 Connecticut Ave NW Suite 1000,,Washington,DC,20036,(314) 505-6738,,L180010,"Slay, Francis Gerard"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L000299,"Gamble, William"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L000300,"Gamble, Cynthia"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L000580,"Schlemeier, Jorgen"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L000644,"Topp, Sarah"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L000952,"McIntosh, Richard"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L001270,"Flotron, Francis 'Franc' E."
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L002682,"McCracken, David"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L002845,"Jackson, David"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L002918,"Brunnert, Zachary 'Zach'"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L003130,"Brooks, Jeffery"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L003747,"Gamble, Kathryn"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L004133,"Schlemeier, Sarah"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L190054,"Wilson, Olivia"
P180357,Center For Diagnostic Imaging,"5775 Wayzata Blvd, Suite 400",,St. Louis Park,MN,55416,(952) 525-6308,,L190149,"Gamble, John"
P180360,Centerpoint Medical Center,19600 E 39th Street,,Independence,MO,64057,(816) 698-7001,,L000576,"Scherr, Randy"
P180360,Centerpoint Medical Center,19600 E 39th Street,,Independence,MO,64057,(816) 698-7001,,L000697,"Winter, Michael G"
P180360,Centerpoint Medical Center,19600 E 39th Street,,Independence,MO,64057,(816) 698-7001,,L002441,"Bernskoetter, Brian"
P180361,Centerpoint Properties Trust,1808 Swift Dr,,Oak Brook,IL,60523,(630) 586-8000,,L002795,"Murphy, Michael"
P180361,Centerpoint Properties Trust,1808 Swift Dr,,Oak Brook,IL,60523,(630) 586-8000,,L002796,"Roman, Melissa"
P180362,Centerpointe Hospital,601 West Nifong Boulevard,,Columbia,MO,65203,(573) 875-5900,,L001867,"Patek, Jewell"
P180363,Centers for Independent Living,PO Box 550,,St. Peters,MO,63376,(636) 926-8761,,L000128,"Bardgett, John E"
P180363,Centers for Independent Living,PO Box 550,,St. Peters,MO,63376,(636) 926-8761,,L001566,"Leonard, Erika"
P180363,Centers for Independent Living,PO Box 550,,St. Peters,MO,63376,(636) 926-8761,,L003105,"Roepe, Christopher 'Chris'"
P180363,Centers for Independent Living,PO Box 550,,St. Peters,MO,63376,(636) 926-8761,,L003549,"Bardgett, Jacqueline"
P180364,Central Bancompany,238 Madison,,Jefferson City,MO,65101,(573) 634-1234,,L000576,"Scherr, Randy"
P180364,Central Bancompany,238 Madison,,Jefferson City,MO,65101,(573) 634-1234,,L001667,"Black, Guy William"
P180364,Central Bancompany,238 Madison,,Jefferson City,MO,65101,(573) 634-1234,,L002441,"Bernskoetter, Brian"
P180365,Central Baptist Theological Seminary,6601 Monticello Road,,Shawnee,KS,66226-3513,(913) 667-5704,,L000952,"McIntosh, Richard"
P180366,Central County Fire and Rescue,1220 Cave Springs Blvd.,,St. Peters,MO,63376,(314) 486-9717,,L002136,"Robbins, Thomas"
P180366,Central County Fire and Rescue,1220 Cave Springs Blvd.,,St. Peters,MO,63376,(314) 486-9717,,L003354,"Tilley, Steven"
P180369,Central Missouri Foster Care and Adoption Association,809 Swifts Highway,,Jefferson City,MO,65102,(573) 298-0258,,L001867,"Patek, Jewell"
P180370,Central States Water Resources,500 Plaza Dr #500,,St. Ann,MO,63074,(314) 736-4672,,L001045,"Swain, W 'Wes' Scott"
P180370,Central States Water Resources,500 Plaza Dr #500,,St. Ann,MO,63074,(314) 736-4672,,L003354,"Tilley, Steven"
P203619,Central West End Neighborhood Security Initiative (NSI),447 North Euclid,,St. Louis,MO,63108,(314) 454-5808,,L004187,"Magnus, Sonette T"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L000299,"Gamble, William"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L000300,"Gamble, Cynthia"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L000580,"Schlemeier, Jorgen"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L000644,"Topp, Sarah"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L002845,"Jackson, David"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L003130,"Brooks, Jeffery"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L003747,"Gamble, Kathryn"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L004133,"Schlemeier, Sarah"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L190054,"Wilson, Olivia"
P203587,Centurion,"1593 Spring Hill Road, Suite 600",,Vienna,VA,22182,(703) 749-4600,,L190149,"Gamble, John"
P203437,Century Casino Cape Girardeau,777 North Main Street,,Cape Girardeau,MO,63701,(573) 730-7525,,L002338,"Harris, James"
P203438,Century Casino Caruthersville,777 East 3rd Street,,Caruthersville,MO,63830,(573) 730-7525,,L002338,"Harris, James"
P180373,Cerner Corporation,2800 Rockcreek Parkway,,North Kansas City,MO,64117,(816) 221-8877,,L000952,"McIntosh, Richard"
P180373,Cerner Corporation,2800 Rockcreek Parkway,,North Kansas City,MO,64117,(816) 221-8877,,L001867,"Patek, Jewell"
P180373,Cerner Corporation,2800 Rockcreek Parkway,,North Kansas City,MO,64117,(816) 221-8877,,L002682,"McCracken, David"
P180373,Cerner Corporation,2800 Rockcreek Parkway,,North Kansas City,MO,64117,(816) 221-8877,,L002836,"Starner, Kristian Emily"
P180373,Cerner Corporation,2800 Rockcreek Parkway,,North Kansas City,MO,64117,(816) 221-8877,,L003434,"Stouffer, Bill"
P193139,"Certified Alternative Medicine Providers, LLC",244 Fairway Green Drive,,O'Fallon,MO,63368,(573) 424-4951,,L001270,"Flotron, Francis 'Franc' E."
P193139,"Certified Alternative Medicine Providers, LLC",244 Fairway Green Drive,,O'Fallon,MO,63368,(573) 424-4951,,L001527,"McGuire, Jennifer R"
P193139,"Certified Alternative Medicine Providers, LLC",244 Fairway Green Drive,,O'Fallon,MO,63368,(573) 424-4951,,L190174,"Griffith, Susan Beth"
P180374,"CFM Insurance, Inc.",1202 SE First Street,,Concordia,MO,64020,(800) 218-2223,,L001667,"Black, Guy William"
P180374,"CFM Insurance, Inc.",1202 SE First Street,,Concordia,MO,64020,(800) 218-2223,,L002338,"Harris, James"
P203556,"CFRE - Bourgmont, LLC - Series KC Lofts","c/o CF Real Estate, One South Wacker Drive, Suite 3200",,Chicago,IL,60606,(312) 416-4229,,L002489,"Miller, Charles 'Charlie' F."
P180375,CGI Technologies & Solutions Inc.,11325 Random Hills Road,,Fairfax,VA,22030,(703) 267-8125,,L001295,"Workman, Tricia A"
P180375,CGI Technologies & Solutions Inc.,11325 Random Hills Road,,Fairfax,VA,22030,(703) 267-8125,,L002849,"Gibbons, Michael R"
P180876,"Champ Landfill Company, LLC",196 NW Industrial Court ,,Bridgeton,MO,63044,(636) 321-2100,,L004108,"James, Michael H"
P182564,Chariton Valley Telephone Corporation,1213 E. Briggs Drive,,Macon,MO,63552,(660) 395-9000,,L000851,"Johnson, Craig Steven"
P192836,Charles Patrick McLarney,2555 Grand Blvd.,,Kansas City,MO,64108,(816) 474-6550,,L002561,"McLarney, Charles Patrick"
P180376,"Charter Communications, Inc.",941 Charter Commons Drive,,Town and Country,MO,63017,(314) 543-6640,(816) 222-5391,L003122,"Lodewegen, Michael"
P180376,"Charter Communications, Inc.",941 Charter Commons Drive,,Town and Country,MO,63017,(314) 543-6640,(816) 222-5391,L003142,"Falk, William Jarad"
P180376,"Charter Communications, Inc.",941 Charter Commons Drive,,Town and Country,MO,63017,(314) 543-6640,(816) 222-5391,L003620,"Berra, Paul"
P180376,"Charter Communications, Inc.",941 Charter Commons Drive,,Town and Country,MO,63017,(314) 543-6640,(816) 222-5391,L003699,"Gilb, Neal J"
P180376,"Charter Communications, Inc.",941 Charter Commons Drive,,Town and Country,MO,63017,(314) 543-6640,(816) 222-5391,L190048,"Scott, Mandy Elizabeth"
P203652,Chase Security LLC,2120 Washington Avenue,,St. Louis,MO,63103,(314) 607-1220,,L003829,"Sweeney, David W"
P180377,CHC Strategies,1416 Crown Drive,,Kirksville,MO,63501,(660) 627-4493,,L001265,"Steinmetz, Ginger"
P180377,CHC Strategies,1416 Crown Drive,,Kirksville,MO,63501,(660) 627-4493,,L001341,"Blunt, Andrew 'Andy'"
P180377,CHC Strategies,1416 Crown Drive,,Kirksville,MO,63501,(660) 627-4493,,L001499,"Moody, Christopher 'Chris'"
P180377,CHC Strategies,1416 Crown Drive,,Kirksville,MO,63501,(660) 627-4493,,L003652,"Torpey, Noel"
P180377,CHC Strategies,1416 Crown Drive,,Kirksville,MO,63501,(660) 627-4493,,L004115,"Miller, Joseph Christian"
P180379,Chemistry Council of Missouri,Box 1543,101 E High,Jefferson City,MO,65101,(573) 636-2822,,L002441,"Bernskoetter, Brian"
P180380,"Cheyenne International, LLC",701 S Battleground Ave,,Grover,NC,28073,(704) 937-7200,,L001295,"Workman, Tricia A"
P180380,"Cheyenne International, LLC",701 S Battleground Ave,,Grover,NC,28073,(704) 937-7200,,L001867,"Patek, Jewell"
P180380,"Cheyenne International, LLC",701 S Battleground Ave,,Grover,NC,28073,(704) 937-7200,,L002849,"Gibbons, Michael R"
P180381,Child Care Aware of Missouri,1000 Executive Parkway Dr Ste 103,,St. Louis,MO,63141,(314) 535-1458,,L004244,"Phillips, Robin"
P180384,Children's Mercy Hospitals & Clinics,2401 Gillham Road,,Kansas City,MO,64108,(816) 234-3661,,L002649,"Roney, Matthew"
P180384,Children's Mercy Hospitals & Clinics,2401 Gillham Road,,Kansas City,MO,64108,(816) 234-3661,,L002713,"Finn, Julie Murphy"
P180384,Children's Mercy Hospitals & Clinics,2401 Gillham Road,,Kansas City,MO,64108,(816) 234-3661,,L003149,"Panettiere, Salvatore"
P180384,Children's Mercy Hospitals & Clinics,2401 Gillham Road,,Kansas City,MO,64108,(816) 234-3661,,L003543,"Seger, Stephanie"
P180385,Children's Trust Fund,PO Box 1641,,Jefferson City,MO,65102,(573) 751-9309,,L000698,"Winton , David"
P180385,Children's Trust Fund,PO Box 1641,,Jefferson City,MO,65102,(573) 751-9309,,L003274,"Van Schenkhof, Emily"
P180385,Children's Trust Fund,PO Box 1641,,Jefferson City,MO,65102,(573) 751-9309,,L003827,"Petrie, Jessica"
P180387,Choctaw Telephone Company,221 W Main,,Halltown,MO,65664,(417) 491-4111,,L000851,"Johnson, Craig Steven"
P203389,Chris Hankins,1219 NE Richardson Place,,Lee' s Summit,MO,64086,(816) 977-5638,,L200305,"Hankins, Christopher P"
P182528,Chris Pickel,1010 Pine Street,Room 19W-E-01,St Louis,MO,63101,(314) 244-9881,(314) 541-7808,L001961,"Unruh, Craig A"
P182528,Chris Pickel,1010 Pine Street,Room 19W-E-01,St Louis,MO,63101,(314) 244-9881,(314) 541-7808,L002757,"Pickel, Chris M"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L000299,"Gamble, William"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L000300,"Gamble, Cynthia"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L000580,"Schlemeier, Jorgen"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L000644,"Topp, Sarah"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L002845,"Jackson, David"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L003130,"Brooks, Jeffery"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L003747,"Gamble, Kathryn"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L004133,"Schlemeier, Sarah"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L190054,"Wilson, Olivia"
P180392,Christian Horizons,"622 Emerson Road, Suite 310",,St. Louis,MO,63141-6727,(314) 587-7934,,L190149,"Gamble, John"
P180394,Christopher Liese,730 W Main,,Jefferson City,MO,65101,(573) 893-6834,,L001708,"Liese, Chris"
P180394,Christopher Liese,730 W Main,,Jefferson City,MO,65101,(573) 893-6834,,L001747,"Burton, Gary"
P192716,"Chubb INA Holdings, Inc.",436 Walnut Street,WA04P,Philadelphia,PA,19106,(215) 640-2069,,L003854,"Stern, Michael"
P203684,Cicero Action,1703 Richcreek Rd.,,Austin,TX,78757,(630) 329-5600,,L002338,"Harris, James"
P180395,"Cigar Association of America, Inc.",1100 G Street NW,Suite 1050,Washington,DC,20005,(202) 223-8204,,L000409,"Licklider, Samuel G."
P192808,Cigna Corporate Services LLC,"900 Cottage Grove Rd, B6LPA",,Bloomfield,CT,6002,(770) 261-3444,,L001274,"Boyd, Rodney"
P192808,Cigna Corporate Services LLC,"900 Cottage Grove Rd, B6LPA",,Bloomfield,CT,6002,(770) 261-3444,,L001535,"Grace, Brian"
P192808,Cigna Corporate Services LLC,"900 Cottage Grove Rd, B6LPA",,Bloomfield,CT,6002,(770) 261-3444,,L001615,"Simmons, Kelvin"
P192808,Cigna Corporate Services LLC,"900 Cottage Grove Rd, B6LPA",,Bloomfield,CT,6002,(770) 261-3444,,L003229,"Casas, Kate"
P192808,Cigna Corporate Services LLC,"900 Cottage Grove Rd, B6LPA",,Bloomfield,CT,6002,(770) 261-3444,,L003679,"Sanaie, Kandice"
P180396,Cigna Healthcare,2101 Sea Eagle View,,Austin,TX,78738,(512) 283-1086,,L003354,"Tilley, Steven"
P180397,Ciox Health LLC,925 North Point Parkway,Suite 350,Alpharetta,GA,30005,(770) 360-1820,,L000990,"Clarkston, Heath"
P180397,Ciox Health LLC,925 North Point Parkway,Suite 350,Alpharetta,GA,30005,(770) 360-1820,,L002852,"Nelson, Doug"
P180397,Ciox Health LLC,925 North Point Parkway,Suite 350,Alpharetta,GA,30005,(770) 360-1820,,L004148,"Schaefer, Kurt"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L002458,"Pfeifer, Daniel"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L002922,"Eaton, Alex Thomas"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L003160,"Porter, Gregory 'Greg' D"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L003722,"Lohmann, Rebecca"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L004183,"Willis, David"
P180398,Cisco Systems,170 West Tasman Drive,,San Jose,CA,95134,(408) 526-4000,,L180015,"Wells, Jasmine"
P180400,Citigroup Washington Inc.,"1101 Pennsylvania Ave NW, Ste 1000",,Washington,DC,20004,(202) 879-6805,,L003655,"Ryan, Dina M."
P203504,Citizen Voters,830-13 A1A North,No. 159,Ponte Vedra Beach,FL,32082,(480) 518-6168,,L004006,"Altmann, Jeffrey"
P180402,"Citizens For Policy Reform, LLC",438 Gateford Drive,,St. Louis,MO,63021,(636) 394-9809,,L001739,"Klarich, David John"
P180402,"Citizens For Policy Reform, LLC",438 Gateford Drive,,St. Louis,MO,63021,(636) 394-9809,,L200223,"Klarich, Joshua 'Joshua' J"
P180405,City of Arnold,2101 Jeffco Blvd,,Arnold,MO,63010,(636) 296-2100,,L001991,"King, Tracy"
P180405,City of Arnold,2101 Jeffco Blvd,,Arnold,MO,63010,(636) 296-2100,,L002136,"Robbins, Thomas"
P180405,City of Arnold,2101 Jeffco Blvd,,Arnold,MO,63010,(636) 296-2100,,L003354,"Tilley, Steven"
P180407,City of Branson,100 W Maddux Street,,Branson,MO,65616,(417) 337-8572,,L000576,"Scherr, Randy"
P180407,City of Branson,100 W Maddux Street,,Branson,MO,65616,(417) 337-8572,,L002441,"Bernskoetter, Brian"
P180409,City of Chesterfield,690 Chesterfield Parkway W,,Chesterfield,MO,63017,(636) 537-4000,,L000299,"Gamble, William"
P180409,City of Chesterfield,690 Chesterfield Parkway W,,Chesterfield,MO,63017,(636) 537-4000,,L000300,"Gamble, Cynthia"
P180409,City of Chesterfield,690 Chesterfield Parkway W,,Chesterfield,MO,63017,(636) 537-4000,,L000580,"Schlemeier, Jorgen"
P180409,City of Chesterfield,690 Chesterfield Parkway W,,Chesterfield,MO,63017,(636) 537-4000,,L003130,"Brooks, Jeffery"
P180409,City of Chesterfield,690 Chesterfield Parkway W,,Chesterfield,MO,63017,(636) 537-4000,,L003747,"Gamble, Kathryn"
