MECID_L,Lobbyist First Name,Lobbyist Last Name,Recipient,Principal,Expenditure Type,Expenditure Category,Expenditure Date,Expenditure Amount,Amended,Description,Version From,Version To
L190118,Patrick,Brown,"Rice,  Annie  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Travel,11/21/19,11.57,No,Transportation to Callaway Plant for a tour,1,
L190118,Patrick,Brown,"Rice,  Annie  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/21/19,12.08,No,Lunch at Callaway Plant tour,1,
L190118,Patrick,Brown,"Ingrassia,  Christine  - City of St. Louis Elect","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Travel,11/21/19,11.57,No,Callaway Plant tour transportation,1,
L190118,Patrick,Brown,"Ingrassia,  Christine  - City of St. Louis Elect","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/21/19,12.08,No,Callaway plant tour lunch,1,
L001699,Catina,Shannon,"Walton Gray,  Rochelle  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/22/19,233.41,No,Holiday give away party for constituents,1,
L003964,Cecil,Franklin,"Harder,  Mark  A  - St. Louis County",Missouri American Water,Individual,"Meals, Food, & Beverage",11/22/19,16.45,No,Lunch,1,
L002384,Mike,Kearney,"Crane,  Stefanie  - Spouse/Child (Crane,  Brian  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,11/23/19,100,No,Mizzou football game ticket cost,1,
L002384,Mike,Kearney,"Crane,  Brian  - City of Moberly","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,11/23/19,100,No,Mizzou football game ticket cost,1,
L002384,Mike,Kearney,"Crane,  Stefanie  - Spouse/Child (Crane,  Brian  )","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/23/19,15.23,No,Mizzou football game food/beverage,1,
L002384,Mike,Kearney,"Crane,  Brian  - City of Moberly","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",11/23/19,15.23,No,Mizzou football game food/beverage cost,1,
L001699,Catina,Shannon,"Walton Gray,  Rochelle  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",12/6/19,45.48,No,Refreshments for Annual Christmas Party,1,
L001699,Catina,Shannon,"Walton Gray,  Rochelle  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",12/9/19,133.66,No,Additonal Refreshments for Annual Christmas Party,1,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",12/9/19,269.99,Yes - Didn’t believe reporting was required until guidance was received from MEC.,"Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L003694,John,Jungmann,Entire General Assembly,Springfield R-12 Public Schools,Group,"Meals, Food, & Beverage",12/10/19,28,No,Legislative Priorities Reception - 7 legislators in attendance - $4 per person,1,
L004133,Sarah,Schlemeier,"May,  Karla  - Senator",Biostl,Individual,"Meals, Food, & Beverage",12/11/19,4.69,No,Lunch,1,
L190037,Sarah,Ritter,Entire Missouri Senate,Operation Food Search,Group,"Meals, Food, & Beverage",1/8/20,21.79,No,We tabled in the rotunda as we talked about Operation Food Search.  We provided recipe samples for anyone who was interested.  All legislators and staff were invite via e-mail.,1,
L190037,Sarah,Ritter,Entire Missouri House,Operation Food Search,Group,"Meals, Food, & Beverage",1/8/20,21.79,No,We tabled in the rotunda as we talked about Operation Food Search.  We provided recipe samples for anyone who was interested.  All legislators and staff were invite via e-mail.,1,
L001699,Catina,Shannon,"Days,  Rita  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",1/10/20,77.28,No,Lunch with Councilwoman Rita Days,1,1
L001699,Catina,Shannon,"Days,  Rita  - St. Louis County","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",1/10/20,27.2,Yes - Charged full meal instead of breaking down the meals per person,Lunch with Councilwoman Rita Days,2,
L002951,Herb,Kuhn,"Shields,  Brenda  - Representative",Missouri Hospital Association,Individual,Travel,1/10/20,130.79,No,"Spouse - Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",1,1
L002951,Herb,Kuhn,"Shields,  Brenda  - Representative",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",1/10/20,94.95,No,"Spouse - Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",1,1
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,Travel,1/10/20,130.79,Yes - Originally reported under Representative Brenda Shields and should be reported as an expenditure on her husband Charles Shields.,"Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Charles  - Spouse/Child (Shields,  Brenda )",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",1/10/20,94.95,Yes - Originally reported under Representative Brenda Shields and should be reported under her husband Charles Shields.,"Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Brenda  - Representative",Missouri Hospital Association,Individual,Travel,1/10/20,0,Yes - Expenditure was made on Representative Brenda Shields' husband and not on her personally.,"Spouse - Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L002951,Herb,Kuhn,"Shields,  Brenda  - Representative",Missouri Hospital Association,Individual,"Meals, Food, & Beverage",1/10/20,0,Yes - Expenditure was made on Representative Brenda Shields' husband and not on her personally.,"Spouse - Standard board meeting expenses - As CEO of Truman Medical Center, Charles Shields has served on the MHA Board of Trustees as a permanent board member since 2014.",2,
L003201,Carol,Macken,"Lucas,  Quinton  - City of Kansas City",Evergy,Individual,Entertainment,1/12/20,414,No,Playoff Tickets,1,1
L003201,Carol,Macken,"Lucas,  Quinton  - City of Kansas City",Evergy,Individual,Entertainment,1/12/20,450,Yes - Ticket price updated,Playoff Tickets,2,
L003811,Phillippe,Wesley,"Bunch,  Eric  - City of Kansas City Elect",Spire Inc,Individual,Entertainment,1/12/20,950,No,"1 Red Parking Ticket, 2 Suite Tickets for Chiefs vs Texans Game",1,
L001535,Brian,Grace,Entire General Assembly,Missouri Economic Development Council,Group,"Meals, Food, & Beverage",1/13/20,410,No,"Reception at Governor's Mansion, Jefferson City, MO; invitations extended to entire General Assembly",1,
L004111,Clinton,McBride,"Walton Gray,  Rochelle  - St. Louis County","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",1/13/20,9.5,No,Lunch meeting,1,
L000644,Sarah,Topp,Entire General Assembly,Missouri Association for Career and Technical Education,Group,"Meals, Food, & Beverage",1/16/20,132,No,Coffee & Donuts,1,
L003201,Carol,Macken,"Stamm,  John  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,Entertainment,1/19/20,307,No,Playoff Tickets,1,1
L003201,Carol,Macken,"Lucas,  Quinton  - City of Kansas City",Evergy,Individual,Entertainment,1/19/20,307,No,Chiefs playoff tickets,1,1
L003201,Carol,Macken,"Lucas,  Quinton  - City of Kansas City",Evergy,Individual,Entertainment,1/19/20,550,Yes - Ticket price updated,Chiefs playoff tickets,2,
L003201,Carol,Macken,"Stamm,  John  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,Entertainment,1/19/20,550,Yes - Ticket price updated,Playoff Tickets,2,
L000644,Sarah,Topp,Entire General Assembly,Missouri Circuit Clerks Association,Group,"Meals, Food, & Beverage",1/22/20,251,No,Coffee & Donuts,1,
L002338,James,Harris,"Wilhelm,  Daniel  - Employee/Staff (Koenig,  Andrew )",Opportunity Solutions Project,Individual,"Meals, Food, & Beverage",1/23/20,4,No,Pizza,1,
L003201,Carol,Macken,"Savastino,  Andrew  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,Entertainment,1/25/20,570,No,Tickets,1,
L003201,Carol,Macken,"Binckley,  Diane  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,Entertainment,1/25/20,570,No,Tickets,1,
L003201,Carol,Macken,"Connelly,  James  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,Entertainment,1/25/20,570,No,Tickets,1,
L004111,Clinton,McBride,"Narayan,  Bret  - City of St. Louis","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",1/27/20,10.99,No,Lunch meeting,1,
L190185,Jay,Scheinman,"Krewson,  Lyda  - City of St. Louis",Square Inc,Individual,Other,1/27/20,51.97,"Yes - I thought this expenditure was made in February, but I was mistaken - it was made in January. Thus, I am making this amendment to rectify the situation.",Condolence Flowers,2,
L190206,Virginia,Chadwick,Entire Missouri House,Tobacco to 21,Group,Printing & Publication,1/27/20,20.39,No,Print materials to distribute to elected officials.,1,
L190206,Virginia,Chadwick,Entire Missouri Senate,Tobacco to 21,Group,Printing & Publication,1/27/20,20.4,No,Print materials to distribute to elected officials.,1,
L000580,Jorgen,Schlemeier,Entire General Assembly,Missouri Dental Association,Group,"Meals, Food, & Beverage",1/28/20,216,No,Legislative Reception,1,
L000382,Roxsen,Koch,"Barnes,  Lee  - City of Kansas City","Axis KC, LLC",Individual,"Meals, Food, & Beverage",1/29/20,24,No,Lunch,1,
L003627,Samantha,Davis,Entire General Assembly,Missouri Corn Growers Association,Group,"Meals, Food, & Beverage",1/29/20,160,No,$5 drink cards provided for elected officials at reception.,1,
L200233,Gary,Gates,Entire General Assembly,Missouri Park and Recreation Association,Group,"Meals, Food, & Beverage",1/29/20,152.29,No,Donuts and Coffee (grounds),1,
L004111,Clinton,McBride,"Page,  Sam  - St. Louis County","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",1/30/20,8,No,Breakfast meeting,1,
L200213,Julie,Perry,"Morgan,  Judy  - Representative",National Nurses United,Individual,"Meals, Food, & Beverage",1/31/20,2.75,No,coffee,1,
L000382,Roxsen,Koch,"Ellington,  Brandon  - City of Kansas City Elect","Axis KC, LLC",Individual,"Meals, Food, & Beverage",2/3/20,4.29,No,Lemonade,1,
L004147,Darrell,Moore,"Evans,  David  - Representative",Missouri Association of Prosecuting Attorneys,Individual,Gift,2/4/20,51,No,"We presented what we believed to be an honorarium/commemoration, in the form of a plaque, by the Missouri Association of Prosecuting Attorneys (MAPA) to Representative Dave Evans recognizing him as a MAPA Legislator of the Year for 2019 and Representative David Griffith as a MAPA Legislative Champion of the Year for 2019. There being no definition of “gift” in the constitutional amendment we applied what we believed to be a commonsense definition- that recognition of no usuable monetary value is not a gift and is more like an honorarium. However, on February 10th I became concerned and emailed the MEC Help desk and described what occurred in presenting the plaques as honorariums. The response I received: “The honorarium is reported on your lobbyist report.  Please note the $5 limitation on gifts below. “ The help desk did not provide a definition of “gift” and made no reference to any MEC opinion that may have been given to legislators. I finally dug deeper as the time drew near to file my February report, and called for guidance on March 9th. It would be helpful if the MEC’s opinion of what a “gift” is would be highlighted and not buried in an opinion given to legislators. In any event, given the MEC’s opinion of what “gift” means, we notified Representatives Evans and Griffith on March 9th. Representative Evans has paid MAPA the $ 51 for his plaque and Representative Griffith has returned his plaque (which we will replace with a certificate worth less than $ 5).",1,1
L004147,Darrell,Moore,"Griffith,  Dave  - Representative",Missouri Association of Prosecuting Attorneys,Individual,Gift,2/4/20,51,No,"We presented what we believed to be an honorarium/commemoration, in the form of a plaque, by the Missouri Association of Prosecuting Attorneys (MAPA) to Representative Dave Evans recognizing him as a MAPA Legislator of the Year for 2019 and Representative David Griffith as a MAPA Legislative Champion of the Year for 2019. There being no definition of “gift” in the constitutional amendment we applied what we believed to be a commonsense definition- that recognition of no usuable monetary value is not a gift and is more like an honorarium. However, on February 10th I became concerned and emailed the MEC Help desk and described what occurred in presenting the plaques as honorariums. The response I received: “The honorarium is reported on your lobbyist report.  Please note the $5 limitation on gifts below. “ The help desk did not provide a definition of “gift” and made no reference to any MEC opinion that may have been given to legislators. I finally dug deeper as the time drew near to file my February report, and called for guidance on March 9th. It would be helpful if the MEC’s opinion of what a “gift” is would be highlighted and not buried in an opinion given to legislators. In any event, given the MEC’s opinion of what “gift” means, we notified Representatives Evans and Griffith on March 9th. Representative Evans has paid MAPA the $ 51 for his plaque and Representative Griffith has returned his plaque (which we will replace with a certificate worth less than $ 5).",1,1
L004147,Darrell,Moore,"Evans,  David  - Representative",Missouri Association of Prosecuting Attorneys,Individual,Gift,2/4/20,0,Yes - Reimbursed by the representative.,"We presented what we believed to be an honorarium/commemoration, in the form of a plaque, by the Missouri Association of Prosecuting Attorneys (MAPA) to Representative Dave Evans recognizing him as a MAPA Legislator of the Year for 2019 and Representative David Griffith as a MAPA Legislative Champion of the Year for 2019. There being no definition of “gift” in the constitutional amendment we applied what we believed to be a commonsense definition- that recognition of no usuable monetary value is not a gift and is more like an honorarium. However, on February 10th I became concerned and emailed the MEC Help desk and described what occurred in presenting the plaques as honorariums. The response I received: “The honorarium is reported on your lobbyist report.  Please note the $5 limitation on gifts below. “ The help desk did not provide a definition of “gift” and made no reference to any MEC opinion that may have been given to legislators. I finally dug deeper as the time drew near to file my February report, and called for guidance on March 9th. It would be helpful if the MEC’s opinion of what a “gift” is would be highlighted and not buried in an opinion given to legislators. In any event, given the MEC’s opinion of what “gift” means, we notified Representatives Evans and Griffith on March 9th. Representative Evans has paid MAPA the $ 51 for his plaque and Representative Griffith has returned his plaque (which we will replace with a certificate worth less than $ 5).",2,
L004147,Darrell,Moore,"Griffith,  Dave  - Representative",Missouri Association of Prosecuting Attorneys,Individual,Gift,2/4/20,0,Yes - Representative Griffith returned his plaque.,"We presented what we believed to be an honorarium/commemoration, in the form of a plaque, by the Missouri Association of Prosecuting Attorneys (MAPA) to Representative Dave Evans recognizing him as a MAPA Legislator of the Year for 2019 and Representative David Griffith as a MAPA Legislative Champion of the Year for 2019. There being no definition of “gift” in the constitutional amendment we applied what we believed to be a commonsense definition- that recognition of no usuable monetary value is not a gift and is more like an honorarium. However, on February 10th I became concerned and emailed the MEC Help desk and described what occurred in presenting the plaques as honorariums. The response I received: “The honorarium is reported on your lobbyist report.  Please note the $5 limitation on gifts below. “ The help desk did not provide a definition of “gift” and made no reference to any MEC opinion that may have been given to legislators. I finally dug deeper as the time drew near to file my February report, and called for guidance on March 9th. It would be helpful if the MEC’s opinion of what a “gift” is would be highlighted and not buried in an opinion given to legislators. In any event, given the MEC’s opinion of what “gift” means, we notified Representatives Evans and Griffith on March 9th. Representative Evans has paid MAPA the $ 51 for his plaque and Representative Griffith has returned his plaque (which we will replace with a certificate worth less than $ 5).",2,
L003322,Mark,Bryant,"Barnes,  Lee  - City of Kansas City",Greenwood Management,Individual,"Meals, Food, & Beverage",2/12/20,137,No,Lunch with Councilman Lee Barnes,1,
L000580,Jorgen,Schlemeier,Entire General Assembly,Missouri Society For Respiratory Care,Group,"Meals, Food, & Beverage",2/13/20,227,No,Coffee and Donuts,1,
L000372,Tracy,Kimberlin,Entire General Assembly,Springfield Convention & Visitors Bureau,Group,"Meals, Food, & Beverage",2/19/20,13.5,Yes - Received information after I had submitted February report.,Springfield Metro Partnership Legislative Breakfast,2,
L001498,Arthur,McClure,Entire General Assembly,City Utilities of Springfield,Group,"Meals, Food, & Beverage",2/19/20,13.5,No,Springfield Metro Parthnership Legislative Breakfast,1,
L002043,Sandy,Howard,Entire General Assembly,Springfield Area Chamber of Commerce,Group,"Meals, Food, & Beverage",2/19/20,13.5,No,Legislative Breakfast,1,
L003606,Ryan,DeBoef,Entire General Assembly,Missouri State University,Group,"Meals, Food, & Beverage",2/19/20,13.5,Yes - MSU portion,Springfield Metro Partnership Breakfast all members of the General Assembly invited,2,
L003694,John,Jungmann,Entire General Assembly,Springfield R-12 Public Schools,Group,"Meals, Food, & Beverage",2/19/20,13.5,Yes - Info received at a later date.,Springfield Metro Partnership Legislative Breakfast,2,
L004311,William,Marrs,Entire General Assembly,City of Springfield,Group,"Meals, Food, & Beverage",2/19/20,13.5,Yes - recently received costs of breakfast,Springfield Metro Breakfast,2,
L004311,William,Marrs,Entire General Assembly,Greene County Commission,Group,"Meals, Food, & Beverage",2/19/20,13.5,Yes - recently received costs of breakfast,Springfield Metro Breakfast,2,
L002384,Mike,Kearney,"Cohn,  Shane  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,Entertainment,2/27/20,150,Yes - Submitted no expenditure in error,Arcus Awards ticket,2,
L001760,Timothy,Green,"Days,  Rita  - St. Louis County",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Dauphin,  Mike  - Employee/Staff (Krewson,  Lyda )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Ehlmann,  Brendan  - Spouse/Child (Ehlmann,  Steve  )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,1
L001760,Timothy,Green,"Brazil,  Joe  - City of St. Charles",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Brazil,  Kelley  - Spouse/Child (Brazil,  Joe )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Ehlmann,  Steve  - St. Charles County",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,1
L001760,Timothy,Green,"Guenther,  Dan  - City of St. Louis",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Harder,  Mark  A  - St. Louis County",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Harder,  Kathryn  - Spouse/Child (Harder,  Mark  A )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Ingrassia,  Christine  - City of St. Louis Elect",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Lomar,  Tim  - St. Charles County",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,1
L001760,Timothy,Green,"Narayan,  Bret  - City of St. Louis",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Rice,  Annie  - City of St. Louis",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L001760,Timothy,Green,"Schneider,  Nancy  - Employee/Staff (Page,  Sam )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,1
L001760,Timothy,Green,"Thomas,  Janson  - Employee/Staff (Page,  Sam )",St. Louis Electrical Connection  IBEW #1/ St. Louis Chapter NECA,Individual,Entertainment,2/29/20,75,No,St. Louis Blues hockey game,1,
L004266,Hannah,Beers Sutton,"Chipman,  Jason  - Representative",Axiom Strategies,Individual,"Meals, Food, & Beverage",3/4/20,2.97,No,Coffee,1,
L004043,Matthew,Panik,"Clifford,  Mary  - Employee/Staff (McGaugh,  Peggy )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Stacy,  Dan  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Gresham,  Ron  - Employee/Staff (Baker,  Patrick )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Allison,  Greg  - Employee/Staff (Baker,  Patrick )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Muntzel,  Dave  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Person,  Mike  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Remole,  Tim  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"McGaugh,  Peggy  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Hansen,  Jim  - Representative",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,No,STEM Day at the Capitol,1,
L004043,Matthew,Panik,"Cozart,  Mark  - Employee/Staff (Mayhew,  Don )",Missouri Chamber of Commerce and Industry,Individual,"Meals, Food, & Beverage",3/5/20,2.15,Yes - New addition to the report,STEM Day at the Capitol,2,
L003769,Jerry,Hobbs,"Koenig,  Andrew  - Senator",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Wilhelm,  Daniel  - Employee/Staff (Koenig,  Andrew )",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Catanzaro,  Frank  - Employee/Staff (Koenig,  Andrew )",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Emery,  Ed  - Senator",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Ahlers,  Stephen  - Employee/Staff (Emery,  Ed )",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Granich,  Rose  - Employee/Staff (Emery,  Ed )",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L003769,Jerry,Hobbs,"Linhardt,  Bonnie  - Employee/Staff (Emery,  Ed )",Missouri Education Reform Council,Individual,"Meals, Food, & Beverage",3/11/20,4.49,No,Meals for Lunch,1,
L004111,Clinton,McBride,"Waller,  Ken  - Jefferson County","Laborers' International Union of North America, Local 110",Individual,"Meals, Food, & Beverage",3/11/20,15.3,No,Lunch meeting,1,
L002394,Michael,White,"Burnett,  Scott  - Jackson County",Western Missouri TDD Association,Individual,"Meals, Food, & Beverage",6/26/20,19,Yes - Failure to add on original reporting,Lunch with Scott Burnett,2,
L001699,Catina,Shannon,"Butler,  Michael  - City of St. Louis","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",7/9/20,34.5,No,"Lunch with Recorder of Deeds, Michael Butler",1,
L003076,Emily,Schwartze Post,"Gannon,  Dennis  - Jefferson County",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",7/22/20,17.66,No,Lunch with Jefferson County Officials,1,
L003076,Emily,Schwartze Post,"Larson,  Eric  - Employee/Staff (Gannon,  Dennis )",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",7/22/20,17.66,No,Lunch with Jefferson County Officials,1,
L003076,Emily,Schwartze Post,"Courtway,  David  - Employee/Staff (Gannon,  Dennis )",St. Louis Home Builders Association,Individual,"Meals, Food, & Beverage",7/22/20,17.66,No,Lunch with Jefferson County Officials,1,
L190119,Marco,Tipton,"Jones,  Ella  - City of Ferguson","Union Electric Co. DBA Amerenue, Ameren Services, Ameren Corp.",Individual,"Meals, Food, & Beverage",8/6/20,24.52,No,Business lunch for Ella Jones,1,
L003709,Charles,Hinderliter,"Dunaway,  Kelli  - St. Louis County",St. Louis Realtors ,Individual,"Meals, Food, & Beverage",9/4/20,3.99,No,Coffee,1,
L003405,Korb,Maxwell,"Lucas,  Quinton  - City of Kansas City",Polsinelli PC,Individual,"Meals, Food, & Beverage",10/6/20,25,No,Dinner,1,
L002338,James,Harris,"Clearwater,  Ryan  - Employee/Staff (Burlison,  Eric )",Opportunity Solutions Project,Individual,"Meals, Food, & Beverage",10/13/20,4.8,No,Beverage,1,
L002922,Alex,Eaton,"Beck,  Doug  - Representative",Catalyst Group,Individual,"Meals, Food, & Beverage",10/15/20,2.99,No,Tea,1,
L000350,Bob,Jacobi,"Cierpoit,  Mike  - Senator",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/22/20,5,No,Public Officials Reception,1,
L000350,Bob,Jacobi,"Razer,  Greg  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/22/20,5,No,Public Officials Reception,1,
L000350,Bob,Jacobi,"Rogers,  Wes  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/22/20,5,No,Public Officials Reception,1,
L000350,Bob,Jacobi,"Washington,  Barbara  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/22/20,5,No,Public Officials Reception,1,
L000350,Bob,Jacobi,"Sharp,  Mark  A  - Representative",Bob Jacobi Jr.,Individual,"Meals, Food, & Beverage",10/22/20,5,No,Public Officials Reception,1,
L002916,Jessica,Hembree,"Bunch,  Eric  - City of Kansas City Elect",American Heart Association,Individual,Gift,10/29/20,5.85,No,Branded Cloth Face Mask,1,
L002916,Jessica,Hembree,"Parks-Shaw,  Ryana  - City of Kansas City Elect",American Heart Association,Individual,Gift,10/29/20,5.85,No,Branded Cloth Face Mask,1,
L002916,Jessica,Hembree,"Robinson,  Melissa  - City of Kansas City Elect",American Heart Association,Individual,Gift,11/4/20,5.85,No,Cloth Face Mask,1,
L003201,Carol,Macken,"Leeds,  Terry  - Employee/Staff (Lucas,  Quinton )",Evergy,Individual,"Meals, Food, & Beverage",11/8/20,38,No,Food & beverage,1,
